area_type,availability,size,society,total_sqft,bath,balcony,price,site_location
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1464,3.0,2.0,56.0,Padmavati
Built-up  Area,Ready To Move,2 BHK,Lants A,900,2.0,1.0,33.0,Parvati Darshan
Super built-up  Area,Ready To Move,1 BHK,GrrvaGr,585,1.0,1.0,21.0,Pashan
Plot  Area,Ready To Move,4 Bedroom,Prllasw,3170,4.5,2.0,225.0,Paud Road
Super built-up  Area,18-May,3 BHK,UbreeAn,1602,2.0,1.0,170.0,Pirangut
Super built-up  Area,Ready To Move,2 BHK,MenueNo,1220,2.0,2.0,42.0,Prabhat Road
Super built-up  Area,Ready To Move,3 BHK,PhestOn,2500,3.0,3.0,225.0,Pune Railway Station
Super built-up  Area,Ready To Move,3 BHK,Adeatlm,2145,3.0,3.0,180.0,Rasta Peth
Super built-up  Area,Ready To Move,2 BHK,SNity S,960,2.0,3.0,58.0,Raviwar Peth
Super built-up  Area,Ready To Move,1 BHK,DSestre,907,1.0,1.0,38.0,Sadashiv Peth
Super built-up  Area,Ready To Move,2 BHK,Brglede,1210,2.0,1.0,74.0,Sahakar Nagar
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,900,4.0,1.0,150.0,Salunke Vihar
Super built-up  Area,Ready To Move,2 BHK,SLestde,1230,2.0,2.0,70.0,Sasson Road
Super built-up  Area,Ready To Move,3 BHK,MBaleRo,1350,2.0,1.0,75.0,Satara Road
Super built-up  Area,Ready To Move,2 BHK,Unateit,1150,2.0,2.0,58.0,Senapati Bapat Road
Super built-up  Area,19-Apr,3 BHK,CLdiaAr,1404,2.0,0.0,53.35,Shaniwar Peth
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1050,2.0,3.0,48.0,Shivaji Nagar
Plot  Area,Ready To Move,8 Bedroom,GrrvaGr,1020,4.5,0.0,155.0,Shukrawar Peth
Super built-up  Area,Ready To Move,2 BHK,Hotat H,1285,2.0,2.0,56.0,Sinhagad Road
Super built-up  Area,Ready To Move,2 BHK,ARureig,1018,2.0,1.0,50.8,Somwar Peth
Plot  Area,Ready To Move,3 Bedroom,GrrvaGr,1200,3.0,2.0,57.0,Swargate
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1115,2.0,2.0,50.0,Tilak Road
Super built-up  Area,Ready To Move,3 BHK,DSidsrc,1600,3.0,3.0,95.0,Uruli Devachi
Super built-up  Area,21-Sep,2 BHK,Vasisvi,1480,2.0,1.0,80.0,Vadgaon Budruk
Built-up  Area,Ready To Move,5 Bedroom,GrrvaGr,2500,4.5,0.0,125.0,Wadgaon Sheri
Built-up  Area,Ready To Move,1 BHK,GrrvaGr,480,1.0,1.0,25.0,Viman Nagar
Super built-up  Area,Ready To Move,3 BHK,Madgeer,1435,3.0,3.0,53.0,Vishrant Wadi
Built-up  Area,Ready To Move,1 BHK,GrrvaGr,450,1.0,2.0,60.0,Wagholi
Super built-up  Area,Ready To Move,1 BHK,GrrvaGr,600,2.0,0.0,23.0,Wakadewadi
Super built-up  Area,Ready To Move,3 BHK,Chhamku,1590,2.0,3.0,85.0,Wanowrie
Plot  Area,Immediate Possession,2 BHK,SJowsn ,800 - 2660,2.0,2.0,28.545,Warje
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,936,2.0,0.0,40.2,Yerawada
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1181,2.0,1.0,75.0,Alandi Road
Super built-up  Area,18-Apr,3 BHK,Liwerun,1741,3.0,2.0,80.0,Ambegaon Budruk
Super built-up  Area,19-Dec,3 BHK,Shestut,1750,3.0,1.0,123.0,Anandnagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1050,2.0,2.0,42.7,Aundh
Super built-up  Area,17-Dec,2 BHK,Sahtsva,1027,2.0,1.0,60.0,Aundh Road
Built-up  Area,Ready To Move,2 BHK,Jahtsa ,596,2.0,1.0,22.0,Balaji Nagar
Built-up  Area,Ready To Move,4 BHK,Vacesi ,3463,4.5,0.0,225.0,Baner
Built-up  Area,Ready To Move,3 BHK,GrrvaGr,1600,3.0,2.0,70.0,Baner road
Super built-up  Area,19-Mar,4 BHK,Raard B,2790,4.5,3.0,198.0,Bhandarkar Road
Super built-up  Area,Ready To Move,2 BHK,ArrdsOr,1000,2.0,1.0,60.0,Bhavani Peth
Super built-up  Area,18-Apr,2 BHK,Muistry,1120,2.0,2.0,44.24,Bibvewadi
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,1200,2.0,0.0,85.0,Bopodi
Super built-up  Area,18-Jun,2 BHK,GrrvaGr,1200,2.0,2.0,35.0,Budhwar Peth
Super built-up  Area,Ready To Move,3 BHK,GoratAr,1570,3.0,2.0,110.0,Bund Garden Road
Super built-up  Area,Ready To Move,3 BHK,Ansna K,1500,3.0,1.0,135.0,Camp
Built-up  Area,Ready To Move,2 BHK,Elrisnt,1315,2.0,2.0,140.0,Chandan Nagar
Super built-up  Area,18-Apr,2 BHK,Sryalan,1140,2.0,1.0,33.84,Dapodi
Super built-up  Area,Ready To Move,2 BHK,Goeesem,1105,2.0,2.0,90.0,Deccan Gymkhana
Built-up  Area,18-Dec,2 BHK,GrrvaGr,1200,2.0,1.0,34.65,Dehu Road
Super built-up  Area,18-Dec,1 BHK,Prtates,905,1.0,1.0,62.0,Dhankawadi
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,2400,4.0,0.0,225.0,Dhayari Phata
Super built-up  Area,Ready To Move,2 BHK,SReafin,1185,2.0,1.0,50.0,Dhole Patil Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1083,2.0,1.0,100.0,Erandwane
Super built-up  Area,Ready To Move,3 BHK,Amlisai,1458,3.0,2.0,60.0,Fatima Nagar
Super built-up  Area,Ready To Move,3 BHK,Undraro,1555,3.0,2.0,75.0,Fergusson College Road
Built-up  Area,Ready To Move,2 BHK,Deiten ,1200,2.0,2.0,45.0,Ganesh Peth
Super built-up  Area,Ready To Move,2 BHK,SJityaz,1308,2.0,1.0,58.86,Ganeshkhind
Super built-up  Area,Ready To Move,2 BHK,Srrnasa,1024,2.0,2.0,44.0,Ghorpade Peth
Super built-up  Area,Ready To Move,2 BHK,Peide L,1194,2.0,2.0,47.0,Ghorpadi
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1450,3.0,1.0,75.0,Gokhale Nagar
Super built-up  Area,Ready To Move,3 BHK,Niowshi,1639,3.0,3.0,120.0,Gultekdi
Super built-up  Area,19-Jun,3 BHK,VaiteEx,1870,3.0,2.0,138.0,Guruwar peth
Super built-up  Area,18-Oct,2 BHK,Puachal,1232,2.0,1.0,87.0,Hadapsar
Super built-up  Area,Ready To Move,3 BHK,Salisal,1719,3.0,1.0,184.0,Hadapsar Industrial Estate
Super built-up  Area,18-May,2 BHK,SunceEs,975,2.0,1.0,24.86,Hingne Khurd
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,2000,4.0,2.0,130.0,Jangali Maharaj Road
Super built-up  Area,Ready To Move,2 BHK,BrdgeNo,1230,2.0,1.0,79.0,Kalyani Nagar
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,1350,4.0,2.0,140.0,Karve Nagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1076,2.0,2.0,67.0,Karve Road
Built-up  Area,Ready To Move,7 Bedroom,GrrvaGr,2400,4.5,1.0,125.0,Kasba Peth
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,995,2.0,2.0,34.82,Katraj
Super built-up  Area,Ready To Move,3 BHK,Leeno S,2120,3.0,2.0,177.0,Khadaki
Plot  Area,Ready To Move,6 Bedroom,GrrvaGr,2400,4.5,2.0,225.0,Khadki
Plot  Area,Ready To Move,6 Bedroom,GrrvaGr,850,4.5,2.0,78.0,Kharadi
Super built-up  Area,Ready To Move,2 BHK,SraveSL,1096,2.0,2.0,40.55,Kondhwa
Super built-up  Area,Ready To Move,2 BHK,Maows M,1107.83,2.0,1.0,41.51,Kondhwa Budruk
Built-up  Area,Ready To Move,1 BHK,GrrvaGr,505,1.0,0.0,85.0,Kondhwa Khurd
Super built-up  Area,Ready To Move,2 BHK,Adeatlm,1320,2.0,2.0,115.0,Koregaon Park
Super built-up  Area,19-Mar,3 BHK,Vaarech,1408 - 1455,3.0,0.0,72.02,Kothrud
Super built-up  Area,18-Feb,2 BHK,BrlisCo,1320,2.0,1.0,99.26,Law College Road
Super built-up  Area,Ready To Move,3 BHK,Haestt ,2901,4.0,2.0,190.0,Laxmi Road
Built-up  Area,Ready To Move,3 BHK,Scsta V,1315,2.0,2.0,65.0,Lulla Nagar
Super built-up  Area,Ready To Move,2 BHK,Manha M,1000,2.0,1.0,44.0,Mahatma Gandhi Road
Super built-up  Area,Ready To Move,3 BHK,APncyla,1596,3.0,3.0,79.8,Mangalwar peth
Super built-up  Area,Ready To Move,3 BHK,Hiate F,1750,3.0,2.0,130.0,Manik Bagh
Plot  Area,Ready To Move,4 Bedroom,Prrry M,2403,4.0,2.0,225.0,Market yard
Super built-up  Area,20-Dec,3 BHK,Shmes O,1350,3.0,2.0,47.25,Model colony
Super built-up  Area,Ready To Move,4 BHK,Saciatt,4050 - 4075,2.0,2.0,225.0,Mukund Nagar
Super built-up  Area,18-Jul,2 BHK,GrrvaGr,1175,2.0,2.0,79.0,Mundhawa
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,921,2.0,1.0,29.47,Nagar Road
Built-up  Area,Ready To Move,4 Bedroom,GrrvaGr,4000,4.0,2.0,225.0,Nana Peth
Super built-up  Area,Ready To Move,3 BHK,Vaaldak,1713,3.0,3.0,125.0,Narayan Peth
Built-up  Area,Ready To Move,2 BHK,Arnts A,1200,2.0,0.0,43.0,Narayangaon
Built-up  Area,Ready To Move,3 Bedroom,GrrvaGr,1900,4.0,1.0,90.0,Navi Peth
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1664,3.0,2.0,68.0,Padmavati
Super built-up  Area,19-Dec,3 BHK,She 2rk,1795,3.0,2.0,139.0,Parvati Darshan
Built-up  Area,Ready To Move,1 BHK,Inave R,600,1.0,1.0,19.5,Pashan
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1240,2.0,3.0,65.0,Paud Road
Super built-up  Area,Ready To Move,3 BHK,SoitaCa,1965,4.0,2.0,132.0,Pirangut
Plot  Area,Ready To Move,3 Bedroom,GrrvaGr,600,4.0,0.0,99.0,Prabhat Road
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,4111,4.0,1.0,225.0,Pune Railway Station
Super built-up  Area,19-Dec,2 BHK,Shitt S,1200,2.0,2.0,59.76,Rasta Peth
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1112,2.0,3.0,68.0,Raviwar Peth
Built-up  Area,Ready To Move,3 BHK,GrrvaGr,3000,3.0,2.0,60.0,Sadashiv Peth
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1136,2.0,3.0,64.5,Sahakar Nagar
Super built-up  Area,Ready To Move,2 BHK,DLhtsan,914,2.0,2.0,55.0,Salunke Vihar
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1270,2.0,1.0,50.79,Sasson Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1050,2.0,2.0,47.25,Satara Road
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1385,2.0,2.0,68.5,Senapati Bapat Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,990,2.0,3.0,35.0,Shaniwar Peth
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,845,2.0,2.0,43.0,Shivaji Nagar
Super built-up  Area,20-Sep,2 BHK,Goted U,1485,2.0,1.0,96.51,Shukrawar Peth
Super built-up  Area,Ready To Move,3 BHK,SPavenc,1460,2.0,3.0,43.79,Sinhagad Road
Super built-up  Area,Ready To Move,2 BHK,TNrdet ,1450,2.0,1.0,57.0,Somwar Peth
Built-up  Area,Ready To Move,3 BHK,B ncysi,1360,2.0,1.0,53.0,Swargate
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1375,2.0,3.0,58.0,Tilak Road
Super built-up  Area,Ready To Move,2 BHK,Aklia R,1125,2.0,1.0,48.0,Uruli Devachi
Super built-up  Area,Ready To Move,1 BHK,GrrvaGr,720,1.0,1.0,60.0,Vadgaon Budruk
Super built-up  Area,Ready To Move,3 BHK,Brnia G,1460,2.0,2.0,100.0,Wadgaon Sheri
Built-up  Area,Ready To Move,2 BHK,Makeser,1107,2.0,2.0,40.0,Viman Nagar
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1158,2.0,3.0,75.0,Vishrant Wadi
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,800,1.0,1.0,30.0,Wagholi
Plot  Area,Ready To Move,9 Bedroom,NCdgerj,600,4.5,2.0,90.0,Wakadewadi
Super built-up  Area,Ready To Move,3 BHK,Pride S,1760,3.0,2.0,128.0,Wanowrie
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,3200,4.0,2.0,200.0,Warje
Plot  Area,17-Dec,2 Bedroom,GrrvaGr,600,3.0,2.0,145.0,Yerawada
Built-up  Area,Ready To Move,3 Bedroom,GrrvaGr,1350,3.0,1.0,60.0,Alandi Road
Plot  Area,Ready To Move,6 Bedroom,GrrvaGr,600,4.5,3.0,100.0,Ambegaon Budruk
Built-up  Area,18-Dec,2 BHK,GrrvaGr,1125,2.0,1.0,32.49,Anandnagar
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1706,3.0,3.0,154.0,Aundh
Super built-up  Area,Ready To Move,3 BHK,PancyPr,1600,3.0,2.0,112.0,Aundh Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1200,2.0,0.0,90.0,Balaji Nagar
Super built-up  Area,Ready To Move,3 BHK,Gotis A,1755,3.0,3.0,101.0,Baner
Super built-up  Area,Ready To Move,2 BHK,Chtali ,1200,2.0,1.0,50.0,Baner road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1200,2.0,2.0,67.0,Bhandarkar Road
Super built-up  Area,Ready To Move,2 BHK,GrhtiSr,1266.67,2.0,0.0,69.0,Bhavani Peth
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1800,3.0,2.0,90.0,Bibvewadi
Plot  Area,Ready To Move,3 Bedroom,GrrvaGr,1200,4.0,1.0,225.0,Bopodi
Super built-up  Area,22-Dec,3 BHK,GrrvaGr,1300,3.0,2.0,64.0,Budhwar Peth
Plot  Area,Ready To Move,3 Bedroom,GrrvaGr,800,3.0,3.0,60.0,Bund Garden Road
Plot  Area,Ready To Move,4 Bedroom,Pronege,4800,4.5,2.0,225.0,Camp
Super built-up  Area,18-May,2 BHK,Brama P,942 - 1117,2.0,0.0,50.855,Chandan Nagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1128,2.0,2.0,40.0,Dapodi
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,2000,2.0,1.0,160.0,Deccan Gymkhana
Super built-up  Area,18-Mar,2 BHK,GrrvaGr,1210,2.0,1.0,80.0,Dehu Road
Super built-up  Area,18-Jul,4 BHK,RRnumn ,2710,4.5,2.0,142.0,Dhankawadi
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1151,2.0,2.0,39.0,Dhayari Phata
Super built-up  Area,19-Jan,5 BHK,GrrvaGr,7500,4.5,3.0,225.0,Dhole Patil Road
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1464,3.0,2.0,56.0,Erandwane
Super built-up  Area,Ready To Move,2 BHK,SriewGr,1017,2.0,2.0,27.0,Fatima Nagar
Built-up  Area,Ready To Move,2 BHK,Srncy R,920,2.0,1.0,40.0,Fergusson College Road
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,1200,3.0,1.0,180.0,Ganesh Peth
Plot  Area,Ready To Move,5 Bedroom,GrrvaGr,1000,4.5,2.0,140.0,Ganeshkhind
Super built-up  Area,Ready To Move,3 BHK,DSalehn,1750,3.0,3.0,86.5,Ghorpade Peth
Built-up  Area,Ready To Move,2 BHK,Tavenew,1163,2.0,1.0,65.0,Ghorpadi
Super built-up  Area,Ready To Move,3 BHK,Brnia G,1650,3.0,3.0,110.0,Gokhale Nagar
Super built-up  Area,Ready To Move,3 BHK,Goourta,1800,3.0,3.0,95.0,Gultekdi
Super built-up  Area,Ready To Move,2 BHK,RatraNa,1100,2.0,1.0,58.0,Guruwar peth
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1200,2.0,2.0,60.0,Hadapsar
Super built-up  Area,Ready To Move,3 BHK,PSdenGa,1410,3.0,2.0,65.0,Hadapsar Industrial Estate
Super built-up  Area,19-Jun,3 BHK,GrrvaGr,1933,3.0,2.0,98.0,Hingne Khurd
Super built-up  Area,Ready To Move,2 BHK,Dhalsh ,1200,2.0,2.0,45.6,Jangali Maharaj Road
Super built-up  Area,Ready To Move,3 BHK,BMttaor,1608,2.0,3.0,63.0,Kalyani Nagar
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,2679,4.5,2.0,225.0,Karve Nagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1156,2.0,2.0,46.9,Karve Road
Plot  Area,18-Mar,2 Bedroom,GrrvaGr,1230,2.0,0.0,75.0,Kasba Peth
Super built-up  Area,Ready To Move,1 BHK,Srire S,770,1.0,1.0,43.82,Katraj
Super built-up  Area,Ready To Move,3 BHK,SoystAm,1777.26,3.0,2.0,105.0,Khadaki
Super built-up  Area,Ready To Move,2 BHK,PuandHi,1339,2.0,2.0,85.0,Khadki
Built-up  Area,18-Mar,3 Bedroom,GrrvaGr,3044,3.0,2.0,183.0,Kharadi
Built-up  Area,Ready To Move,2 BHK,Mawerer,1080,2.0,2.0,44.8,Kondhwa
Carpet  Area,Ready To Move,8 Bedroom,GrrvaGr,3150,4.5,2.0,145.0,Kondhwa Budruk
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,2400,2.0,2.0,135.0,Kondhwa Khurd
Built-up  Area,Ready To Move,3 BHK,Srise P,1450,3.0,3.0,72.0,Koregaon Park
Super built-up  Area,18-Mar,2 BHK,GrrvaGr,1075,2.0,2.0,53.0,Kothrud
Super built-up  Area,Ready To Move,3 BHK,MJinele,1163,2.0,2.0,62.0,Law College Road
Built-up  Area,Ready To Move,2 Bedroom,GrrvaGr,1200,2.0,0.0,65.0,Laxmi Road
Plot  Area,Ready To Move,8 Bedroom,GrrvaGr,1200,4.5,1.0,135.0,Lulla Nagar
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,3090,4.0,2.0,225.0,Mahatma Gandhi Road
Built-up  Area,Ready To Move,2 BHK,Prersis,1299,2.0,1.0,100.0,Mangalwar peth
Built-up  Area,18-Dec,2 BHK,GrrvaGr,1130,2.0,1.0,32.63,Manik Bagh
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1170,2.0,2.0,75.0,Market yard
Super built-up  Area,18-Mar,3 BHK,Shestut,1750 - 2640,2.0,2.0,152.0,Model colony
Super built-up  Area,Ready To Move,4 BHK,NCs 2rj,2600,4.0,3.0,175.0,Mukund Nagar
Super built-up  Area,Ready To Move,2 BHK,LVniaar,1140,2.0,1.0,43.32,Mundhawa
Super built-up  Area,Ready To Move,3 BHK,Goelsn ,1900,3.0,3.0,125.0,Nagar Road
Built-up  Area,18-Jul,2 BHK,GrrvaGr,1090,2.0,1.0,31.48,Nana Peth
Super built-up  Area,Ready To Move,2 BHK,YCnce R,1110,2.0,1.0,39.95,Narayan Peth
Super built-up  Area,18-Jan,1 BHK,PuonsSe,705,1.0,1.0,57.0,Narayangaon
Super built-up  Area,Ready To Move,2 BHK,Visom B,1089,2.0,1.0,60.0,Navi Peth
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,880,2.0,1.0,48.0,Padmavati
Built-up  Area,Ready To Move,2 BHK,Jaood G,1080,2.0,2.0,32.0,Parvati Darshan
Super built-up  Area,18-Feb,2 BHK,Bhmesy ,1093,2.0,1.0,68.1,Pashan
Super built-up  Area,18-Oct,3 BHK,GrrvaGr,1480,3.0,1.0,75.48,Paud Road
Super built-up  Area,Ready To Move,3 BHK,Soiniy ,1703,3.0,2.0,125.0,Pirangut
Super built-up  Area,Ready To Move,2 BHK,Srntsha,1200,2.0,1.0,60.0,Prabhat Road
Super built-up  Area,Ready To Move,3 BHK,Asintas,1690,3.0,2.0,116.0,Pune Railway Station
Super built-up  Area,Ready To Move,2 BHK,Shana S,1305,2.0,1.0,78.0,Rasta Peth
Super built-up  Area,18-Sep,3 BHK,GrrvaGr,1257,2.0,2.0,40.22,Raviwar Peth
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1150,2.0,2.0,45.0,Sadashiv Peth
Super built-up  Area,Ready To Move,2 BHK,Pantsce,1194,2.0,0.0,55.0,Sahakar Nagar
Built-up  Area,Ready To Move,3 Bedroom,GrrvaGr,2000,3.0,1.0,90.0,Salunke Vihar
Plot  Area,Ready To Move,3 Bedroom,GrrvaGr,1500,4.0,1.0,99.0,Sasson Road
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,1025,2.0,0.0,42.5,Satara Road
Built-up  Area,Ready To Move,2 BHK,GrrvaGr,980,2.0,1.0,38.19,Senapati Bapat Road
Plot  Area,Ready To Move,3 Bedroom,GrrvaGr,1200,2.0,1.0,100.0,Shaniwar Peth
Super built-up  Area,Ready To Move,3 BHK,UKe 2nz,2225,3.0,1.0,149.0,Shivaji Nagar
Super built-up  Area,Ready To Move,2 BHK,Oce 1nd,1022,2.0,2.0,57.0,Shukrawar Peth
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,882,3.0,0.0,72.0,Sinhagad Road
Built-up  Area,Ready To Move,2 BHK,Shsom B,1153,2.0,2.0,45.0,Somwar Peth
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1175,2.0,2.0,60.0,Swargate
Built-up  Area,Ready To Move,3 BHK,Suent A,1560,3.0,3.0,68.0,Tilak Road
Built-up  Area,Ready To Move,1 BHK,GrrvaGr,650,1.0,1.0,17.0,Uruli Devachi
Plot  Area,Ready To Move,3 Bedroom,GrrvaGr,600,3.0,2.0,65.0,Vadgaon Budruk
Super built-up  Area,Ready To Move,2 BHK,BancyRe,1350,3.0,2.0,55.0,Wadgaon Sheri
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,1200,2.0,1.0,76.0,Viman Nagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1200,1.0,1.0,54.0,Vishrant Wadi
Super built-up  Area,Ready To Move,2 BHK,Arhid O,800,2.0,1.0,25.0,Wagholi
Super built-up  Area,20-Dec,4 BHK,KonteiT,2093,4.0,1.0,104.0,Wakadewadi
Super built-up  Area,18-Oct,3 BHK,GrrvaGr,1320,2.0,2.0,55.44,Wanowrie
Super built-up  Area,Ready To Move,2 BHK,SNity S,1275,2.0,1.0,73.0,Warje
Super built-up  Area,Ready To Move,2 BHK,Dhalsh ,1215,2.0,2.0,43.13,Yerawada
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1130,2.0,1.0,45.2,Alandi Road
Super built-up  Area,Ready To Move,3 BHK,MJilayl,1444,2.0,2.0,71.5,Ambegaon Budruk
Super built-up  Area,Ready To Move,2 BHK,Ranorar,950,2.0,2.0,38.0,Anandnagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1000,1.0,2.0,90.0,Aundh
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1240,2.0,2.0,59.52,Aundh Road
Plot  Area,Ready To Move,4 Bedroom,GrrvaGr,600,4.0,2.0,125.0,Balaji Nagar
Super built-up  Area,Ready To Move,2 BHK,Adity T,1231,2.0,2.0,50.0,Baner
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1300,2.0,1.0,120.0,Baner road
Super built-up  Area,18-Aug,3 BHK,Aroomba,1713,3.0,2.0,110.0,Bhandarkar Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1200,2.0,1.0,53.33,Bhavani Peth
Built-up  Area,Ready To Move,3 Bedroom,AztheBr,3004,4.0,2.0,158.0,Bibvewadi
Built-up  Area,Ready To Move,3 BHK,DSgam S,1310,2.0,0.0,46.0,Bopodi
Super built-up  Area,Ready To Move,2 BHK,Kuownri,790,2.0,1.0,49.5,Budhwar Peth
Super built-up  Area,Ready To Move,3 BHK,Proodt ,1744,3.0,1.0,200.0,Bund Garden Road
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1605,3.0,2.0,100.0,Camp
Super built-up  Area,Ready To Move,2 BHK,Gotis A,1250,2.0,2.0,82.0,Chandan Nagar
Super built-up  Area,Ready To Move,3 BHK,Sariaat,2476,3.0,3.0,225.0,Dapodi
Built-up  Area,Ready To Move,3 BHK,Mayne A,1260,2.0,2.0,76.0,Deccan Gymkhana
Super built-up  Area,18-Aug,3 BHK,ProdsWe,1615,3.0,1.0,175.0,Dehu Road
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1180,2.0,1.0,56.0,Dhankawadi
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1255,2.0,2.0,50.19,Dhayari Phata
Super built-up  Area,Ready To Move,2 BHK,GMown E,1025,2.0,1.0,53.9,Dhole Patil Road
Super built-up  Area,Ready To Move,3 BHK,Puallhi,1877,4.0,2.0,150.0,Erandwane
Built-up  Area,Ready To Move,3 BHK,RothaVa,1649,3.0,2.0,150.0,Fatima Nagar
Plot  Area,Ready To Move,9 Bedroom,GrrvaGr,2600,4.5,2.0,225.0,Fergusson College Road
Built-up  Area,Ready To Move,5 Bedroom,GrrvaGr,2500,4.5,2.0,125.0,Ganesh Peth
Built-up  Area,Ready To Move,3 BHK,GrrvaGr,1542,3.0,2.0,98.0,Ganeshkhind
Super built-up  Area,Ready To Move,2 BHK,Prtanha,1418,2.0,2.0,105.0,Ghorpade Peth
Built-up  Area,Ready To Move,2 BHK,BhncyRe,1012,2.0,0.0,42.0,Ghorpadi
Plot  Area,Ready To Move,2 Bedroom,GrrvaGr,1200,2.0,1.0,65.0,Gokhale Nagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,1115,2.0,2.0,43.0,Gultekdi
Super built-up  Area,Ready To Move,3 BHK,VVbhion,1680,4.0,3.0,95.0,Guruwar peth
Super built-up  Area,Ready To Move,2 BHK,Saesttt,1171,2.0,2.0,72.0,Hadapsar
Super built-up  Area,Ready To Move,2 BHK,Sahtsva,1027,2.0,1.0,68.62,Hadapsar Industrial Estate
Super built-up  Area,Ready To Move,3 BHK,GrrvaGr,1700,3.0,3.0,75.0,Hingne Khurd
Super built-up  Area,Ready To Move,2 BHK,SPavenc,1090,2.0,2.0,38.15,Jangali Maharaj Road
Super built-up  Area,18-Jan,2 BHK,Puachal,1232,2.0,1.0,74.0,Kalyani Nagar
Super built-up  Area,Ready To Move,2 BHK,GrrvaGr,766,2.0,2.0,28.0,Karve Nagar
Plot  Area,Ready To Move,5 Bedroom,GrrvaGr,1200,4.5,0.0,180.0,Karve Road
Super built-up  Area,21-Dec,1 BHK,PrarePa,525,1.0,1.0,27.0,Kasba Peth
Super built-up  Area,18-Aug,3 BHK,Sosisic,142.61Sq. Meter,3.0,1.0,109.0,Katraj
Built-up  Area,Ready To Move,3 BHK,GrrvaGr,1452,2.0,1.0,41.0,Khadaki
Super built-up  Area,Ready To Move,3 BHK,Aharlve,1254,2.0,1.0,65.0,Khadki
Built-up  Area,Ready To Move,5 Bedroom,GrrvaGr,3600,4.5,0.0,110.0,Kharadi
Super built-up  Area,19-Jul,3 BHK,Soazak ,1593,3.0,1.0,118.0,Kondhwa
Super built-up  Area,Ready To Move,2 BHK,Soarkge,1333,2.0,2.0,77.27,Kondhwa Budruk
